Fecha,url,Plataforma,Performance,Accesibility,Best Practices,SEO,First Contentful Paint (FCP),Total Blocking Time (TBT),Speed Index (SI),Largest Contentful Paint (LCP),Cumulative Layout Shift (CLS),First Input Delay (FID),Interaction to Next Paint (INP),Time to First Byte (TTFB)
2024-01-23 10:33:17,https://www.bluradio.com/deportes/futbol-colombiano/ex-atletico-nacional-busca-brillar-en-el-futbol-espanol-asi-llega-al-villarreal-so35?_amp=true,mobile,0.42,0.88,0.52,1,3.0 s,"3,160 ms",6.5 s,4.8 s,0.003,0.059,22.4 s,0.9
2024-01-24 10:01:54,https://www.bluradio.com/deportes/futbol-colombiano/final-de-la-superliga-betplay-entre-millonarios-y-junior-a-que-hora-y-donde-ver-cb20?_amp=true,mobile,0.45,0.88,0.52,1,3.3 s,"1,130 ms",5.0 s,6.4 s,0,0.059,293,0.898
