Fecha,url,Plataforma,Performance,Accesibility,Best Practices,SEO,First Contentful Paint (FCP),Total Blocking Time (TBT),Speed Index (SI),Largest Contentful Paint (LCP),Cumulative Layout Shift (CLS),First Input Delay (FID),Interaction to Next Paint (INP),Time to First Byte (TTFB)
2024-01-23 10:31:23,https://www.pulzo.com/amp/deportes/tulio-gomez-culpa-su-hija-marcela-que-gareca-no-llegara-america-video-PP3395947,mobile,0.73,0.88,0.96,1,2.8 s,380 ms,4.2 s,3.9 s,0,0.092,4.9 s,0.828
2024-01-24 09:59:09,https://www.pulzo.com/amp/deportes/campeonato-nacional-ruta-2024-recorridos-figuras-como-rigo-nairo-egan-PP3398483,mobile,0.6,0.88,0.96,1,2.4 s,"1,240 ms",4.5 s,3.6 s,0,0.092,354,0.82
