Fecha,url,Plataforma,Performance,Accesibility,Best Practices,SEO,First Contentful Paint (FCP),Total Blocking Time (TBT),Speed Index (SI),Largest Contentful Paint (LCP),Cumulative Layout Shift (CLS),First Input Delay (FID),Interaction to Next Paint (INP),Time to First Byte (TTFB)
2024-01-23 10:33:39,https://amp.theguardian.com/technology/2024/jan/23/techscape-newsletter-apple-vision-pro-headset-netflix-spotify-youtube-apps,mobile,0.49,0.87,0.96,0.84,2.7 s,830 ms,5.8 s,6.2 s,0.004,0.014,9.5 s,0.388
2024-01-24 10:02:20,https://amp.theguardian.com/world/live/2024/jan/24/russia-ukraine-war-live-latest-news-updates,mobile,0.52,0.84,0.96,0.85,2.9 s,680 ms,6.5 s,5.5 s,0.004,0.014,75,0.389
